sex,age,age_cat,race,juv_fel_count,g_decile_score,juv_misd_count,juv_other_count,c_jail_days,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,event,two_year_recid
Male,23,Less than 25,African-American,0,5,0,0,1,4,F,0,0,5,Medium,5,Medium,1,0,987,0,0
Female,23,Less than 25,African-American,0,5,0,0,1,169,M,1,0,5,Medium,4,Low,3,0,330,1,1
Male,35,25 - 45,African-American,0,4,0,0,11,1,F,0,0,4,Low,5,Medium,4,10,634,0,0
Male,49,Greater than 45,Caucasian,0,2,0,0,3,1,F,1,0,2,Low,2,Low,12,2,40,1,1
Male,26,25 - 45,Other,0,4,0,0,1,1,M,0,0,4,Low,7,Medium,1,0,1096,0,0
Male,27,25 - 45,Caucasian,0,5,0,0,2,0,M,0,0,5,Medium,4,Low,0,2,1181,0,0
Male,22,Less than 25,African-American,0,6,1,3,1,1,F,0,0,6,Medium,5,Medium,2,0,740,0,0
Female,29,25 - 45,African-American,0,4,0,0,1,1,F,1,1,4,Low,2,Low,0,0,447,1,1
Male,31,25 - 45,African-American,0,9,0,0,2,1,M,0,0,9,High,4,Low,0,1,810,0,0
Male,31,25 - 45,Hispanic,0,6,0,0,37,0,F,1,0,6,Medium,6,Medium,5,37,55,0,1
Female,29,25 - 45,Hispanic,0,3,0,0,0,0,F,0,0,3,Low,3,Low,0,0,1069,0,0
Female,65,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1072,0,0
Female,34,25 - 45,Hispanic,0,3,0,0,4,5,M,0,0,3,Low,1,Low,1,0,1030,0,0
Male,24,Less than 25,Caucasian,0,10,0,2,7,0,F,0,0,10,High,5,Medium,6,7,961,0,0
Male,46,Greater than 45,African-American,0,2,0,0,1,0,M,0,0,2,Low,1,Low,0,1,1161,0,0
Male,26,25 - 45,Other,0,2,0,0,41,42,F,0,0,2,Low,3,Low,3,0,948,0,0
Male,20,Less than 25,African-American,0,4,0,0,0,1,F,1,0,4,Low,6,Medium,0,0,277,1,1
Male,29,25 - 45,African-American,0,10,0,0,33,1,F,1,0,10,High,9,High,16,32,138,1,1
Male,29,25 - 45,African-American,0,3,0,0,2,0,F,1,0,3,Low,2,Low,7,2,531,0,0
Female,56,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,3,0,787,0,0
Male,21,Less than 25,African-American,0,4,0,0,1,1,F,0,0,4,Low,7,Medium,0,1,1090,0,0
Male,40,25 - 45,African-American,0,10,0,0,4,0,F,1,1,10,High,9,High,0,4,83,1,1
Male,22,Less than 25,African-American,0,9,0,0,55,1,M,1,1,9,High,8,High,2,54,126,0,1
Male,39,25 - 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,816,0,0
Male,22,Less than 25,African-American,0,8,1,0,0,0,F,1,0,8,High,10,High,1,0,99,0,1
Female,27,25 - 45,Other,0,6,0,0,2,1,F,1,0,6,Medium,4,Low,5,0,392,1,1
Male,36,25 - 45,Caucasian,0,2,0,0,0,0,F,0,0,2,Low,1,Low,1,0,805,0,0
Male,30,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,2,Low,0,1,860,0,0
Male,56,Greater than 45,Caucasian,0,4,0,0,23,53,F,1,1,4,Low,4,Low,17,0,41,1,1
Male,36,25 - 45,African-American,0,6,0,0,2,1,M,0,0,6,Medium,5,Medium,0,1,929,0,0
Male,38,25 - 45,African-American,0,7,0,0,0,0,M,0,0,7,Medium,7,Medium,5,0,1117,0,0
Male,32,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,1159,0,0
Female,34,25 - 45,African-American,0,9,0,0,26,1,F,1,0,9,High,2,Low,5,25,343,1,1
Male,23,Less than 25,Other,0,3,0,0,1,1,M,1,0,3,Low,4,Low,0,0,945,1,0
Male,52,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,971,0,0
Male,20,Less than 25,Caucasian,0,10,1,1,13,1,F,1,0,10,High,10,High,1,12,31,0,1
Male,38,25 - 45,African-American,0,4,0,0,6,1,M,0,0,4,Low,2,Low,5,5,852,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,1143,0,0
Male,27,25 - 45,African-American,0,4,0,0,9,1,F,1,0,4,Low,4,Low,0,0,5,1,1
Male,20,Less than 25,African-American,0,3,0,0,16,17,F,1,1,3,Low,5,Medium,2,0,32,0,1
Female,51,Greater than 45,African-American,0,1,0,0,0,291,M,0,0,1,Low,1,Low,1,0,933,0,0
Female,29,25 - 45,Caucasian,0,2,0,0,1,7,F,1,0,2,Low,2,Low,1,0,59,1,1
Female,35,25 - 45,African-American,0,2,0,0,2,1,F,1,0,2,Low,1,Low,7,1,67,1,1
Male,37,25 - 45,Caucasian,0,1,0,0,1,1,M,1,0,1,Low,1,Low,1,0,186,1,1
Male,63,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1041,0,0
Male,27,25 - 45,African-American,0,6,0,0,0,234,F,0,0,6,Medium,4,Low,2,0,1053,0,0
Male,27,25 - 45,African-American,0,4,0,0,1,1,F,1,1,4,Low,5,Medium,1,0,169,0,1
Male,27,25 - 45,African-American,0,5,0,0,3,1,F,0,0,5,Medium,4,Low,0,2,777,0,0
Male,24,Less than 25,African-American,0,6,0,0,0,0,M,1,0,6,Medium,5,Medium,2,0,9,1,1
Male,30,25 - 45,Hispanic,0,2,0,0,0,1,F,1,0,2,Low,2,Low,1,0,139,1,1
Male,32,25 - 45,African-American,0,8,1,0,0,451,M,1,0,8,High,9,High,13,0,521,1,1
Male,25,25 - 45,Caucasian,0,10,0,0,33,0,F,1,0,10,High,9,High,4,33,57,1,1
Male,24,Less than 25,African-American,2,9,1,0,1,251,M,0,0,9,High,5,Medium,10,0,857,0,0
Male,27,25 - 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,2,Low,0,1,489,0,0
Female,48,Greater than 45,African-American,0,5,0,0,10,1,M,0,0,5,Medium,3,Low,0,9,809,0,0
Female,26,25 - 45,African-American,0,4,0,0,1,23,M,0,0,4,Low,5,Medium,1,0,795,0,0
Male,58,Greater than 45,Other,0,1,0,0,0,1,F,0,0,1,Low,1,Low,0,0,791,0,0
Male,23,Less than 25,Caucasian,0,5,0,2,19,20,F,1,0,5,Medium,6,Medium,1,0,97,1,1
Male,22,Less than 25,Caucasian,0,4,1,1,0,1,M,1,0,4,Low,5,Medium,3,0,548,1,1
Female,51,Greater than 45,African-American,0,1,0,0,60,60,F,0,0,1,Low,1,Low,4,0,907,0,0
Male,41,25 - 45,African-American,0,1,0,0,4,1,F,0,0,1,Low,1,Low,0,3,938,0,0
Male,21,Less than 25,African-American,0,7,0,0,1,1,F,0,0,7,Medium,7,Medium,0,0,1172,0,0
Male,32,25 - 45,African-American,0,7,0,0,0,652,M,0,0,7,Medium,9,High,1,0,831,0,0
Male,26,25 - 45,Other,0,2,0,0,1,1,M,0,0,2,Low,3,Low,0,0,1071,0,0
Female,39,25 - 45,African-American,0,6,0,0,2,1,M,0,0,6,Medium,2,Low,3,1,541,0,0
Female,48,Greater than 45,Other,0,1,0,0,0,1,M,0,0,1,Low,1,Low,0,0,772,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,822,0,0
Male,56,Greater than 45,Hispanic,0,8,0,0,0,874,M,0,0,8,High,5,Medium,2,0,771,0,0
Male,22,Less than 25,African-American,0,7,0,0,1,53,M,1,0,7,Medium,4,Low,1,0,112,1,1
Male,33,25 - 45,Other,0,8,1,0,116,1,F,1,1,8,High,3,Low,7,115,686,1,1
Male,36,25 - 45,African-American,0,4,0,0,47,0,F,1,0,4,Low,1,Low,2,46,168,1,1
Male,20,Less than 25,Native American,0,9,1,0,5,5,F,1,1,9,High,9,High,1,0,204,1,1
Male,32,25 - 45,Caucasian,0,3,0,0,1,1,M,0,0,3,Low,3,Low,0,0,817,0,0
Male,38,25 - 45,African-American,0,4,0,0,1,1,M,1,0,4,Low,1,Low,17,0,601,1,1
Male,64,Greater than 45,Hispanic,0,1,0,0,1,2,M,0,0,1,Low,1,Low,1,0,1033,0,0
Male,22,Less than 25,African-American,0,5,0,0,5,1,F,1,0,5,Medium,5,Medium,1,4,367,1,1
Male,69,Greater than 45,Caucasian,0,1,0,0,3,7,M,1,0,1,Low,1,Low,0,0,198,1,1
Male,26,25 - 45,African-American,0,4,0,0,1,23,F,0,0,4,Low,4,Low,2,0,760,0,0
Female,27,25 - 45,African-American,0,6,0,0,16,1,M,1,0,6,Medium,4,Low,1,15,332,1,1
Female,30,25 - 45,Caucasian,0,6,0,0,8,216,M,0,0,6,Medium,2,Low,1,0,40,0,0
Male,22,Less than 25,African-American,0,8,0,0,1,1,F,1,1,8,High,8,High,2,0,748,1,0
Female,43,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,1,831,0,0
Male,24,Less than 25,Hispanic,0,1,0,0,30,0,F,1,0,1,Low,1,Low,0,0,565,1,1
Male,22,Less than 25,Caucasian,0,4,0,0,0,36,M,1,0,4,Low,6,Medium,2,0,670,1,1
Female,55,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,1057,0,0
Male,34,25 - 45,Hispanic,0,1,0,0,77,1,M,0,0,1,Low,1,Low,0,77,968,0,0
Male,20,Less than 25,African-American,0,2,0,2,2,1,F,0,0,2,Low,6,Medium,1,1,899,0,0
Male,22,Less than 25,African-American,0,7,0,0,1,1,M,1,0,7,Medium,7,Medium,1,0,64,1,1
Male,29,25 - 45,African-American,0,9,4,1,187,1,F,1,1,9,High,7,Medium,15,0,227,1,1
Male,33,25 - 45,Caucasian,0,9,0,0,49,1,F,1,0,9,High,5,Medium,9,48,103,1,1
Male,55,Greater than 45,Caucasian,0,8,0,0,0,0,F,0,0,8,High,10,High,7,0,481,0,0
Male,22,Less than 25,African-American,0,6,0,0,2,1,F,0,0,6,Medium,8,High,1,1,47,0,0
Male,55,Greater than 45,African-American,0,1,0,0,9,1,F,0,0,1,Low,1,Low,1,8,934,0,0
Female,43,25 - 45,Caucasian,0,1,0,0,1,2,F,1,0,1,Low,1,Low,0,0,41,0,1
Male,21,Less than 25,African-American,0,10,0,3,7,1,F,1,1,10,High,9,High,0,6,318,1,1
Male,38,25 - 45,African-American,1,4,0,0,52,52,F,0,0,4,Low,3,Low,6,0,1025,0,0
Male,23,Less than 25,African-American,0,2,0,0,1,1,F,0,0,2,Low,4,Low,0,0,920,0,0
Female,28,25 - 45,Caucasian,0,5,0,0,1,2,M,0,0,5,Medium,2,Low,1,0,968,0,0
Male,45,Greater than 45,Other,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,1,1058,0,0
Male,39,25 - 45,African-American,0,1,0,0,14,1,F,1,0,1,Low,2,Low,1,13,843,1,0
Male,79,Greater than 45,Caucasian,0,1,0,0,1,22,M,0,0,1,Low,1,Low,1,0,977,0,0
Male,48,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,846,0,0
Male,20,Less than 25,Hispanic,0,8,2,1,31,1,F,1,0,8,High,8,High,2,30,132,1,1
Male,31,25 - 45,African-American,1,8,0,0,1,1,M,0,0,8,High,3,Low,5,0,551,0,0
Male,30,25 - 45,Caucasian,0,5,1,0,1,3,M,1,0,5,Medium,2,Low,4,0,13,1,1
Male,32,25 - 45,African-American,0,4,0,0,1,1,F,1,0,4,Low,2,Low,5,0,78,1,1
Male,56,Greater than 45,Caucasian,0,1,0,0,4,1,M,0,0,1,Low,1,Low,1,3,740,0,0
Female,28,25 - 45,African-American,0,8,0,0,0,,M,1,0,8,High,3,Low,0,0,95,0,1
Male,43,25 - 45,African-American,0,1,0,0,2,1,M,0,0,1,Low,1,Low,2,1,956,0,0
Male,20,Less than 25,Hispanic,0,3,0,2,1,1,F,0,0,3,Low,5,Medium,0,0,750,0,0
Male,27,25 - 45,African-American,0,7,0,0,35,0,F,1,0,7,Medium,3,Low,21,35,151,1,1
Male,41,25 - 45,African-American,0,6,0,0,3,4,M,0,0,6,Medium,2,Low,0,0,166,0,0
Male,24,Less than 25,Other,0,3,0,0,1,1,F,0,0,3,Low,3,Low,1,0,56,0,0
Male,43,25 - 45,African-American,0,1,0,0,1,4,M,1,0,1,Low,1,Low,3,0,126,1,1
Female,33,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,919,0,0
Male,22,Less than 25,African-American,0,3,0,0,9,1,F,0,0,3,Low,4,Low,0,8,786,0,0
Male,34,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,3,0,800,0,0
Male,36,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,1169,0,0
Male,69,Greater than 45,Caucasian,0,5,0,0,1,1,F,0,0,5,Medium,1,Low,0,0,1168,0,0
Male,32,25 - 45,Caucasian,0,5,0,0,1,1,F,1,1,5,Medium,4,Low,5,0,363,0,1
Male,22,Less than 25,African-American,0,7,0,0,0,0,F,1,0,7,Medium,5,Medium,1,0,116,1,1
Male,46,Greater than 45,Caucasian,0,5,0,0,79,1,F,0,0,5,Medium,2,Low,0,78,843,0,0
Male,34,25 - 45,Caucasian,0,5,0,0,1,15,M,0,0,5,Medium,3,Low,1,0,767,0,0
Female,32,25 - 45,Hispanic,0,1,0,0,10,0,M,0,0,1,Low,1,Low,0,10,457,0,0
Male,39,25 - 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,1159,0,0
Male,25,25 - 45,African-American,0,7,0,1,2,1,M,1,1,7,Medium,7,Medium,6,1,297,1,1
Female,21,Less than 25,Hispanic,0,4,0,1,1,1,M,1,0,4,Low,6,Medium,0,0,28,1,1
Male,63,Greater than 45,African-American,0,6,0,0,2,1,F,1,0,6,Medium,1,Low,9,2,59,1,1
Male,24,Less than 25,Caucasian,0,4,0,0,1,1,F,1,0,4,Low,5,Medium,8,0,466,1,1
Male,29,25 - 45,Caucasian,0,5,0,0,2,2,M,1,0,5,Medium,4,Low,2,0,101,0,0
Male,20,Less than 25,African-American,0,8,3,0,0,0,F,1,0,8,High,8,High,3,0,180,0,1
Female,40,25 - 45,Caucasian,0,5,0,0,3,1,M,0,0,5,Medium,2,Low,0,2,774,0,0
Male,30,25 - 45,African-American,0,8,0,0,0,0,F,1,0,8,High,4,Low,7,0,462,1,1
Male,36,25 - 45,Caucasian,0,5,0,0,7,5,M,1,1,5,Medium,4,Low,10,0,54,1,1
Male,50,Greater than 45,Caucasian,0,7,0,0,5,8,F,1,0,7,Medium,1,Low,5,0,915,1,0
Male,37,25 - 45,African-American,0,7,0,0,75,1,M,1,1,7,Medium,7,Medium,4,74,125,0,1
Male,34,25 - 45,African-American,0,7,0,0,0,1,F,0,0,7,Medium,2,Low,1,0,502,0,0
Female,35,25 - 45,Hispanic,0,2,0,0,1,1,F,0,0,2,Low,1,Low,0,0,743,0,0
Female,31,25 - 45,African-American,0,2,0,0,2,1,M,1,0,2,Low,1,Low,1,1,258,1,1
Male,23,Less than 25,Caucasian,0,7,0,1,70,0,F,1,0,7,Medium,6,Medium,10,69,854,1,0
Male,22,Less than 25,Hispanic,0,4,0,0,33,1,F,1,0,4,Low,5,Medium,0,32,485,1,1
Male,37,25 - 45,Caucasian,0,1,0,0,5,1,F,1,0,1,Low,1,Low,2,4,118,1,1
Male,20,Less than 25,Other,0,4,0,0,1,2,F,0,0,4,Low,7,Medium,0,0,297,0,0
Male,54,Greater than 45,African-American,0,7,0,0,1,172,F,1,0,7,Medium,3,Low,22,0,21,1,1
Male,26,25 - 45,Caucasian,0,5,0,0,1,1,F,0,0,5,Medium,4,Low,2,0,1102,0,0
Male,34,25 - 45,African-American,0,9,0,0,12,1,F,1,0,9,High,5,Medium,12,11,180,0,1
Male,59,Greater than 45,Caucasian,0,1,0,0,1,15,M,1,1,1,Low,1,Low,2,0,27,0,1
Male,45,Greater than 45,Caucasian,0,2,0,0,0,1,F,0,0,2,Low,1,Low,2,0,915,0,0
Male,37,25 - 45,Caucasian,0,2,0,0,12,12,M,0,0,2,Low,3,Low,2,0,34,0,0
Male,38,25 - 45,Other,0,1,0,0,1,1,F,1,0,1,Low,1,Low,0,0,509,1,1
Male,45,Greater than 45,Caucasian,0,1,0,0,5,1,F,1,0,1,Low,1,Low,1,4,177,1,1
Male,22,Less than 25,African-American,0,8,0,0,36,1,F,0,0,8,High,7,Medium,1,35,798,0,0
Male,24,Less than 25,African-American,0,8,0,1,35,1,F,1,0,8,High,6,Medium,3,0,17,1,1
Male,25,25 - 45,African-American,0,5,0,0,37,1,F,0,0,5,Medium,7,Medium,5,375,1159,0,0
Male,24,Less than 25,African-American,0,6,0,0,1,1,F,1,0,6,Medium,6,Medium,6,0,121,1,1
Female,52,Greater than 45,African-American,0,3,0,0,0,233,M,0,0,3,Low,2,Low,3,0,1130,0,0
Male,20,Less than 25,African-American,0,4,0,0,1,1,M,1,1,4,Low,7,Medium,1,0,653,1,1
Male,32,25 - 45,African-American,0,6,0,0,0,1173,F,0,0,6,Medium,7,Medium,6,0,785,0,0
Female,32,25 - 45,Caucasian,0,2,0,0,1,1,F,1,0,2,Low,2,Low,2,0,436,1,1
Male,39,25 - 45,Caucasian,0,6,0,0,20,75,F,0,0,6,Medium,4,Low,8,0,920,0,0
Male,49,Greater than 45,African-American,0,8,0,0,1,1,F,1,0,8,High,2,Low,3,0,45,0,1
Male,20,Less than 25,African-American,1,4,0,0,1,117,F,1,0,4,Low,6,Medium,1,0,57,1,1
Male,31,25 - 45,Caucasian,0,7,0,0,1,1,F,1,0,7,Medium,2,Low,11,0,21,1,1
Male,58,Greater than 45,Caucasian,0,7,0,0,186,1,F,1,0,7,Medium,3,Low,7,185,250,1,1
Male,50,Greater than 45,Hispanic,0,1,0,0,1,0,M,0,0,1,Low,1,Low,2,1,767,0,0
Male,26,25 - 45,African-American,0,7,1,1,1,1,F,1,0,7,Medium,4,Low,11,0,107,1,1
Male,20,Less than 25,African-American,1,6,0,0,3,20,F,0,0,6,Medium,8,High,1,0,786,0,0
Male,39,25 - 45,Caucasian,0,1,0,0,1,48,F,0,0,1,Low,1,Low,1,0,1079,0,0
Male,51,Greater than 45,Caucasian,0,2,0,0,2,1,M,1,1,2,Low,1,Low,1,1,148,1,1
Male,30,25 - 45,African-American,0,2,0,0,18,1,M,0,0,2,Low,2,Low,2,17,77,0,0
Male,39,25 - 45,Other,0,1,0,0,3,1,M,1,0,1,Low,1,Low,0,2,757,1,0
Male,26,25 - 45,Caucasian,1,9,0,0,50,84,F,1,0,9,High,9,High,9,0,153,1,1
Male,26,25 - 45,African-American,0,6,0,0,33,1,F,0,0,6,Medium,4,Low,2,32,1091,0,0
Male,35,25 - 45,African-American,1,9,0,0,134,188,F,1,0,9,High,5,Medium,13,0,413,1,1
Male,20,Less than 25,Other,0,5,0,0,1,1,M,0,0,5,Medium,6,Medium,0,0,893,0,0
Female,51,Greater than 45,Caucasian,0,5,0,0,146,157,F,0,0,5,Medium,2,Low,7,0,795,0,0
Female,26,25 - 45,Caucasian,0,5,0,0,1,4,F,0,0,5,Medium,4,Low,0,0,1131,0,0
Male,26,25 - 45,African-American,0,4,0,0,3,1,F,0,0,4,Low,3,Low,5,2,171,0,0
Male,20,Less than 25,Caucasian,0,2,0,2,1,1,F,0,0,2,Low,6,Medium,0,0,847,0,0
Male,28,25 - 45,African-American,0,3,0,0,15,0,F,1,1,3,Low,3,Low,0,15,111,1,1
Male,23,Less than 25,African-American,0,2,1,2,1,1,M,1,0,2,Low,4,Low,1,0,465,1,1
Female,21,Less than 25,African-American,0,5,0,0,1,4,M,0,0,5,Medium,7,Medium,0,0,277,0,0
Male,25,25 - 45,Other,0,9,0,0,1,1,F,1,1,9,High,8,High,0,0,83,1,1
Male,30,25 - 45,Caucasian,0,3,0,0,2,1,F,0,0,3,Low,2,Low,0,1,887,0,0
Male,21,Less than 25,Caucasian,0,9,2,7,0,4,F,1,1,9,High,9,High,2,0,473,1,1
Male,20,Less than 25,Caucasian,1,7,0,0,40,77,F,1,0,7,Medium,9,High,1,0,13,0,1
Male,24,Less than 25,Caucasian,0,6,0,0,19,504,F,1,0,6,Medium,4,Low,5,0,16,1,1
Male,35,25 - 45,African-American,0,10,0,0,2,0,F,1,1,10,High,7,Medium,22,2,82,1,1
Female,27,25 - 45,Other,0,3,0,0,3,1,F,1,0,3,Low,3,Low,0,2,40,1,1
Male,50,Greater than 45,Caucasian,0,2,0,0,9,1,F,1,1,2,Low,1,Low,2,8,33,1,1
Male,25,25 - 45,African-American,0,9,0,0,2,1,M,0,0,9,High,9,High,5,1,152,0,0
Female,48,Greater than 45,Caucasian,0,9,0,0,0,125,F,0,0,9,High,2,Low,1,0,1163,0,0
Male,31,25 - 45,African-American,1,8,1,1,40,1,M,1,0,8,High,5,Medium,12,39,52,0,1
Male,26,25 - 45,African-American,0,9,0,0,1,1,F,0,0,9,High,10,High,0,0,58,0,0
Male,22,Less than 25,African-American,0,4,0,0,1,1,F,0,0,4,Low,5,Medium,0,0,1045,0,0
Male,29,25 - 45,African-American,0,3,0,0,0,0,F,0,0,3,Low,3,Low,0,0,831,0,0
Male,33,25 - 45,Other,0,1,0,0,1,1,F,1,0,1,Low,1,Low,2,1,190,1,1
Male,52,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,1175,0,0
Male,37,25 - 45,Hispanic,0,1,0,0,1,1,M,1,0,1,Low,1,Low,0,0,367,1,1
Male,21,Less than 25,African-American,0,7,0,0,1,1,F,1,0,7,Medium,7,Medium,0,0,811,1,0
Male,21,Less than 25,Caucasian,0,8,0,0,0,1,F,0,0,8,High,6,Medium,1,0,825,0,0
Female,20,Less than 25,Caucasian,0,8,0,0,2,0,F,1,0,8,High,5,Medium,0,2,357,1,1
Male,43,25 - 45,Hispanic,0,1,0,0,1,1,M,1,0,1,Low,1,Low,1,0,256,1,1
Male,30,25 - 45,Caucasian,0,1,0,0,1,1,F,1,0,1,Low,1,Low,1,0,336,1,1
Female,33,25 - 45,African-American,0,4,0,0,5,1,M,1,0,4,Low,2,Low,3,5,38,1,1
Male,24,Less than 25,African-American,0,7,0,0,93,0,F,0,0,7,Medium,6,Medium,3,93,922,0,0
Female,52,Greater than 45,Hispanic,0,1,0,0,1,1,M,1,0,1,Low,1,Low,0,0,25,1,1
Female,30,25 - 45,African-American,0,7,0,0,6,0,F,1,0,7,Medium,3,Low,11,6,64,1,1
Female,30,25 - 45,Caucasian,0,2,0,0,1,1,M,0,0,2,Low,2,Low,0,0,1052,0,0
Male,47,Greater than 45,African-American,0,2,0,0,0,0,F,1,0,2,Low,1,Low,13,0,247,1,1
Male,41,25 - 45,African-American,0,9,1,0,2,733,M,0,0,9,High,6,Medium,9,1,1142,0,0
Male,21,Less than 25,Hispanic,1,10,0,0,1,1,F,1,0,10,High,10,High,4,0,259,1,1
Male,53,Greater than 45,Hispanic,0,1,0,0,0,82,F,0,0,1,Low,1,Low,1,0,1169,0,0
Male,48,Greater than 45,Caucasian,0,2,0,0,6,27,F,0,0,2,Low,1,Low,6,0,53,0,0
Male,52,Greater than 45,African-American,0,9,0,0,33,1,F,1,0,9,High,3,Low,2,32,82,1,1
Female,34,25 - 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,1,Low,1,0,1138,0,0
Male,35,25 - 45,Caucasian,0,3,0,0,1,1,F,1,0,3,Low,2,Low,0,0,211,0,1
Male,25,25 - 45,Other,0,4,0,0,2,1,F,1,0,4,Low,3,Low,1,1,474,0,1
Male,39,25 - 45,Other,0,4,0,0,0,438,F,0,0,4,Low,2,Low,1,0,830,0,0
Male,24,Less than 25,African-American,0,2,0,1,1,1,F,1,0,2,Low,3,Low,1,0,289,1,1
Female,48,Greater than 45,Caucasian,0,8,0,0,0,1624,F,0,0,8,High,5,Medium,17,0,1157,0,0
Male,31,25 - 45,Hispanic,0,7,0,0,6,512,F,0,0,7,Medium,2,Low,1,0,583,0,0
Male,26,25 - 45,Hispanic,0,2,0,0,0,,M,1,0,2,Low,3,Low,0,1,962,1,0
Male,43,25 - 45,African-American,0,8,0,0,21,247,F,1,0,8,High,3,Low,3,0,93,1,1
Male,25,25 - 45,African-American,0,2,0,0,0,0,M,0,0,2,Low,3,Low,1,0,835,0,0
Male,34,25 - 45,African-American,0,9,1,0,27,1,F,1,0,9,High,5,Medium,20,26,146,1,1
Male,25,25 - 45,African-American,0,4,0,0,1,1,F,1,0,4,Low,3,Low,2,0,55,1,1
Male,24,Less than 25,Hispanic,1,6,0,0,1,1,F,1,0,6,Medium,5,Medium,4,0,44,0,1
Male,56,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,6,0,1059,0,0
Male,23,Less than 25,African-American,0,4,0,0,0,1,F,0,0,4,Low,5,Medium,0,0,1094,0,0
Male,21,Less than 25,Caucasian,0,4,0,0,1,1,M,0,0,4,Low,6,Medium,0,0,813,0,0
Male,66,Greater than 45,Caucasian,0,1,0,0,2,1,M,0,0,1,Low,1,Low,0,1,956,0,0
Male,28,25 - 45,African-American,0,7,0,0,1,1,M,0,0,7,Medium,4,Low,7,0,132,0,0
Male,29,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,829,0,0
Male,22,Less than 25,Caucasian,0,7,0,0,2,1,F,1,0,7,Medium,5,Medium,3,2,53,0,1
Male,39,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,816,0,0
Male,33,25 - 45,African-American,0,8,0,1,1,1,M,1,0,8,High,4,Low,9,0,25,0,1
Male,29,25 - 45,Caucasian,0,1,0,0,1,1,F,1,0,1,Low,3,Low,2,0,101,1,1
Male,31,25 - 45,Caucasian,0,2,0,0,1,1,F,0,0,2,Low,2,Low,1,0,1100,0,0
Male,22,Less than 25,African-American,0,8,0,0,54,1,M,0,0,8,High,6,Medium,0,53,1139,0,0
Female,22,Less than 25,Caucasian,0,5,0,0,1,1,M,0,0,5,Medium,5,Medium,0,0,889,0,0
Male,35,25 - 45,Caucasian,0,4,0,2,1,1,F,0,0,4,Low,1,Low,3,1,919,0,0
Male,29,25 - 45,Caucasian,0,4,0,0,1,1,F,1,0,4,Low,4,Low,3,0,45,1,1
Female,37,25 - 45,African-American,0,5,0,0,0,0,F,0,0,5,Medium,2,Low,0,0,811,0,0
Female,30,25 - 45,African-American,0,2,0,0,0,1,F,0,0,2,Low,2,Low,0,0,1186,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,1,1,F,1,1,1,Low,1,Low,1,0,779,1,0
Female,34,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,796,0,0
Male,23,Less than 25,African-American,0,4,0,0,4,1,F,1,0,4,Low,5,Medium,1,3,152,1,1
Male,27,25 - 45,African-American,1,5,0,0,1,1,F,1,0,5,Medium,4,Low,1,1,335,1,1
Male,43,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,2,0,930,0,0
Male,38,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1179,0,0
Male,39,25 - 45,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,6,Medium,3,0,1117,0,0
Male,24,Less than 25,African-American,0,3,0,1,1,1,F,1,0,3,Low,3,Low,1,0,37,1,1
Male,26,25 - 45,African-American,0,3,0,0,0,0,M,0,0,3,Low,3,Low,2,0,1068,0,0
Female,55,Greater than 45,Caucasian,0,1,0,0,2,1,M,0,0,1,Low,1,Low,0,1,798,0,0
